縣市別,性別,年齡,婚姻狀況,教育程度,人口數
臺東縣,男,15~19,未婚,碩士以上,0
臺東縣,男,15~19,未婚,高中及以下,4626
臺東縣,男,15~19,非未婚,大學及專科,0
臺東縣,男,15~19,非未婚,碩士以上,0
臺東縣,男,15~19,非未婚,高中及以下,4
臺東縣,男,20~29,未婚,大學及專科,4154
臺東縣,男,20~29,未婚,碩士以上,286
臺東縣,男,20~29,未婚,高中及以下,7941
臺東縣,男,20~29,非未婚,大學及專科,344
臺東縣,男,20~29,非未婚,碩士以上,21
臺東縣,男,20~29,非未婚,高中及以下,1380
臺東縣,男,30~39,未婚,大學及專科,3319
臺東縣,男,30~39,未婚,碩士以上,562
臺東縣,男,30~39,未婚,高中及以下,4218
臺東縣,男,30~39,非未婚,大學及專科,2151
臺東縣,男,30~39,非未婚,碩士以上,336
臺東縣,男,30~39,非未婚,高中及以下,3563
臺東縣,男,40~49,未婚,大學及專科,1297
臺東縣,男,40~49,未婚,碩士以上,258
臺東縣,男,40~49,未婚,高中及以下,3939
臺東縣,男,40~49,非未婚,大學及專科,2854
臺東縣,男,40~49,非未婚,碩士以上,784
臺東縣,男,40~49,非未婚,高中及以下,6387
臺東縣,男,50~59,未婚,大學及專科,431
臺東縣,男,50~59,未婚,碩士以上,75
臺東縣,男,50~59,未婚,高中及以下,2853
臺東縣,男,50~59,非未婚,大學及專科,2929
臺東縣,男,50~59,非未婚,碩士以上,776
臺東縣,男,50~59,非未婚,高中及以下,9407
臺東縣,男,60~69,未婚,大學及專科,122
臺東縣,男,60~69,未婚,碩士以上,14
臺東縣,男,60~69,未婚,高中及以下,1142
臺東縣,男,60~69,非未婚,大學及專科,2278
臺東縣,男,60~69,非未婚,碩士以上,362
臺東縣,男,60~69,非未婚,高中及以下,8376
花蓮縣,女,15~19,未婚,大學及專科,0
花蓮縣,女,15~19,未婚,碩士以上,0
花蓮縣,女,15~19,未婚,高中及以下,6094
花蓮縣,女,15~19,非未婚,大學及專科,0
花蓮縣,女,15~19,非未婚,碩士以上,0
花蓮縣,女,15~19,非未婚,高中及以下,48
花蓮縣,女,20~29,未婚,大學及專科,8045
花蓮縣,女,20~29,未婚,碩士以上,415
花蓮縣,女,20~29,未婚,高中及以下,7087
花蓮縣,女,20~29,非未婚,大學及專科,1238
花蓮縣,女,20~29,非未婚,碩士以上,32
花蓮縣,女,20~29,非未婚,高中及以下,2395
花蓮縣,女,30~39,未婚,大學及專科,5421
花蓮縣,女,30~39,未婚,碩士以上,799
花蓮縣,女,30~39,未婚,高中及以下,2506
花蓮縣,女,30~39,非未婚,大學及專科,5463
花蓮縣,女,30~39,非未婚,碩士以上,570
花蓮縣,女,30~39,非未婚,高中及以下,4579
花蓮縣,女,40~49,未婚,大學及專科,2730
花蓮縣,女,40~49,未婚,碩士以上,613
花蓮縣,女,40~49,未婚,高中及以下,2094
花蓮縣,女,40~49,非未婚,大學及專科,7238
花蓮縣,女,40~49,非未婚,碩士以上,1269
花蓮縣,女,40~49,非未婚,高中及以下,9142
花蓮縣,女,50~59,未婚,大學及專科,1238
花蓮縣,女,50~59,未婚,碩士以上,370
花蓮縣,女,50~59,未婚,高中及以下,1452
花蓮縣,女,50~59,非未婚,大學及專科,5429
花蓮縣,女,50~59,非未婚,碩士以上,1155
花蓮縣,女,50~59,非未婚,高中及以下,13451
花蓮縣,女,60~69,未婚,大學及專科,443
花蓮縣,女,60~69,未婚,碩士以上,82
花蓮縣,女,60~69,未婚,高中及以下,825
花蓮縣,女,60~69,非未婚,大學及專科,3201
花蓮縣,女,60~69,非未婚,碩士以上,378
花蓮縣,女,60~69,非未婚,高中及以下,13826
花蓮縣,男,15~19,未婚,大學及專科,0
花蓮縣,男,15~19,未婚,碩士以上,0
花蓮縣,男,15~19,未婚,高中及以下,6690
花蓮縣,男,15~19,非未婚,大學及專科,0
花蓮縣,男,15~19,非未婚,碩士以上,0
花蓮縣,男,15~19,非未婚,高中及以下,16
花蓮縣,男,20~29,未婚,大學及專科,6731
花蓮縣,男,20~29,未婚,碩士以上,549
花蓮縣,男,20~29,未婚,高中及以下,11206
花蓮縣,男,20~29,非未婚,大學及專科,534
花蓮縣,男,20~29,非未婚,碩士以上,29
花蓮縣,男,20~29,非未婚,高中及以下,1937
花蓮縣,男,30~39,未婚,大學及專科,5722
花蓮縣,男,30~39,未婚,碩士以上,965
花蓮縣,男,30~39,未婚,高中及以下,5619
花蓮縣,男,30~39,非未婚,大學及專科,3809
花蓮縣,男,30~39,非未婚,碩士以上,624
花蓮縣,男,30~39,非未婚,高中及以下,4734
花蓮縣,男,40~49,未婚,大學及專科,2549
花蓮縣,男,40~49,未婚,碩士以上,445
花蓮縣,男,40~49,未婚,高中及以下,5437
花蓮縣,男,40~49,非未婚,大學及專科,5479
花蓮縣,男,40~49,非未婚,碩士以上,1447
花蓮縣,男,40~49,非未婚,高中及以下,8600
花蓮縣,男,50~59,未婚,大學及專科,913
花蓮縣,男,50~59,未婚,碩士以上,151
花蓮縣,男,50~59,未婚,高中及以下,3554
花蓮縣,男,50~59,非未婚,大學及專科,5690
花蓮縣,男,50~59,非未婚,碩士以上,1472
花蓮縣,男,50~59,非未婚,高中及以下,12366
花蓮縣,男,60~69,未婚,大學及專科,333
花蓮縣,男,60~69,未婚,碩士以上,36
花蓮縣,男,60~69,未婚,高中及以下,1714
花蓮縣,男,60~69,非未婚,大學及專科,4823
花蓮縣,男,60~69,非未婚,碩士以上,764
花蓮縣,男,60~69,非未婚,高中及以下,12641
苗栗縣,女,15~19,未婚,大學及專科,0
苗栗縣,女,15~19,未婚,碩士以上,0
苗栗縣,女,15~19,未婚,高中及以下,10940
苗栗縣,女,15~19,非未婚,大學及專科,0
苗栗縣,女,15~19,非未婚,碩士以上,0
苗栗縣,女,15~19,非未婚,高中及以下,54
苗栗縣,女,20~29,未婚,大學及專科,15337
苗栗縣,女,20~29,未婚,碩士以上,1084
苗栗縣,女,20~29,未婚,高中及以下,10389
苗栗縣,女,20~29,非未婚,大學及專科,2005
苗栗縣,女,20~29,非未婚,碩士以上,94
苗栗縣,女,20~29,非未婚,高中及以下,2623
苗栗縣,女,30~39,未婚,大學及專科,9292
苗栗縣,女,30~39,未婚,碩士以上,1454
苗栗縣,女,30~39,未婚,高中及以下,3159
苗栗縣,女,30~39,非未婚,大學及專科,10978
苗栗縣,女,30~39,非未婚,碩士以上,1271
苗栗縣,女,30~39,非未婚,高中及以下,7508
苗栗縣,女,40~49,未婚,大學及專科,4060
苗栗縣,女,40~49,未婚,碩士以上,704
苗栗縣,女,40~49,未婚,高中及以下,2562
苗栗縣,女,40~49,非未婚,大學及專科,14125
苗栗縣,女,40~49,非未婚,碩士以上,2011
苗栗縣,女,40~49,非未婚,高中及以下,17242
苗栗縣,女,50~59,未婚,大學及專科,1537
苗栗縣,女,50~59,未婚,碩士以上,336
苗栗縣,女,50~59,未婚,高中及以下,1784
苗栗縣,女,50~59,非未婚,大學及專科,7458
苗栗縣,女,50~59,非未婚,碩士以上,1289
苗栗縣,女,50~59,非未婚,高中及以下,24381
苗栗縣,女,60~69,未婚,大學及專科,424
苗栗縣,女,60~69,未婚,碩士以上,62
苗栗縣,女,60~69,未婚,高中及以下,955
苗栗縣,女,60~69,非未婚,大學及專科,3674
苗栗縣,女,60~69,非未婚,碩士以上,342
苗栗縣,女,60~69,非未婚,高中及以下,23969
苗栗縣,男,15~19,未婚,大學及專科,0
苗栗縣,男,15~19,未婚,碩士以上,0
苗栗縣,男,15~19,未婚,高中及以下,12300
苗栗縣,男,15~19,非未婚,大學及專科,0
苗栗縣,男,15~19,非未婚,碩士以上,0
苗栗縣,男,15~19,非未婚,高中及以下,19
苗栗縣,男,20~29,未婚,大學及專科,13740
苗栗縣,男,20~29,未婚,碩士以上,1616
苗栗縣,男,20~29,未婚,高中及以下,17151
苗栗縣,男,20~29,非未婚,大學及專科,1186
苗栗縣,男,20~29,非未婚,碩士以上,124
苗栗縣,男,20~29,非未婚,高中及以下,2230
苗栗縣,男,30~39,未婚,大學及專科,11134
苗栗縣,男,30~39,未婚,碩士以上,2474
苗栗縣,男,30~39,未婚,高中及以下,8181
苗栗縣,男,30~39,非未婚,大學及專科,8487
苗栗縣,男,30~39,非未婚,碩士以上,2292
苗栗縣,男,30~39,非未婚,高中及以下,6989
苗栗縣,男,40~49,未婚,大學及專科,4533
苗栗縣,男,40~49,未婚,碩士以上,775
苗栗縣,男,40~49,未婚,高中及以下,6787
苗栗縣,男,40~49,非未婚,大學及專科,13143
苗栗縣,男,40~49,非未婚,碩士以上,3600
苗栗縣,男,40~49,非未婚,高中及以下,14760
苗栗縣,男,50~59,未婚,大學及專科,1200
苗栗縣,男,50~59,未婚,碩士以上,181
苗栗縣,男,50~59,未婚,高中及以下,3831
苗栗縣,男,50~59,非未婚,大學及專科,9776
苗栗縣,男,50~59,非未婚,碩士以上,2351
苗栗縣,男,50~59,非未婚,高中及以下,23540
苗栗縣,男,60~69,未婚,大學及專科,309
苗栗縣,男,60~69,未婚,碩士以上,45
苗栗縣,男,60~69,未婚,高中及以下,1732
苗栗縣,男,60~69,非未婚,大學及專科,7043
苗栗縣,男,60~69,非未婚,碩士以上,968
苗栗縣,男,60~69,非未婚,高中及以下,25334
連江縣,女,15~19,未婚,大學及專科,0
連江縣,女,15~19,未婚,碩士以上,0
連江縣,女,15~19,未婚,高中及以下,214
連江縣,女,15~19,非未婚,大學及專科,0
連江縣,女,15~19,非未婚,碩士以上,0
連江縣,女,15~19,非未婚,高中及以下,0
連江縣,女,20~29,未婚,大學及專科,451
連江縣,女,20~29,未婚,碩士以上,28
連江縣,女,20~29,未婚,高中及以下,275
連江縣,女,20~29,非未婚,大學及專科,69
連江縣,女,20~29,非未婚,碩士以上,2
連江縣,女,20~29,非未婚,高中及以下,61
連江縣,女,30~39,未婚,大學及專科,316
連江縣,女,30~39,未婚,碩士以上,59
連江縣,女,30~39,未婚,高中及以下,52
連江縣,女,30~39,非未婚,大學及專科,340
連江縣,女,30~39,非未婚,碩士以上,53
連江縣,女,30~39,非未婚,高中及以下,127
連江縣,女,40~49,未婚,大學及專科,94
連江縣,女,40~49,未婚,碩士以上,28
連江縣,女,40~49,未婚,高中及以下,51
連江縣,女,40~49,非未婚,大學及專科,352
連江縣,女,40~49,非未婚,碩士以上,61
連江縣,女,40~49,非未婚,高中及以下,311
連江縣,女,50~59,未婚,大學及專科,33
連江縣,女,50~59,未婚,碩士以上,18
連江縣,女,50~59,未婚,高中及以下,35
連江縣,女,50~59,非未婚,大學及專科,206
連江縣,女,50~59,非未婚,碩士以上,45
連江縣,女,50~59,非未婚,高中及以下,470
連江縣,女,60~69,未婚,大學及專科,5
連江縣,女,60~69,未婚,碩士以上,3
連江縣,女,60~69,未婚,高中及以下,14
連江縣,女,60~69,非未婚,大學及專科,85
連江縣,女,60~69,非未婚,碩士以上,15
連江縣,女,60~69,非未婚,高中及以下,423
連江縣,男,15~19,未婚,大學及專科,0
連江縣,男,15~19,未婚,碩士以上,0
連江縣,男,15~19,未婚,高中及以下,264
連江縣,男,15~19,非未婚,大學及專科,0
連江縣,男,15~19,非未婚,碩士以上,0
連江縣,男,15~19,非未婚,高中及以下,0
連江縣,男,20~29,未婚,大學及專科,550
連江縣,男,20~29,未婚,碩士以上,29
連江縣,男,20~29,未婚,高中及以下,589
連江縣,男,20~29,非未婚,大學及專科,50
連江縣,男,20~29,非未婚,碩士以上,3
連江縣,男,20~29,非未婚,高中及以下,67
連江縣,男,30~39,未婚,大學及專科,419
連江縣,男,30~39,未婚,碩士以上,80
連江縣,男,30~39,未婚,高中及以下,240
連江縣,男,30~39,非未婚,大學及專科,353
連江縣,男,30~39,非未婚,碩士以上,66
連江縣,男,30~39,非未婚,高中及以下,189
連江縣,男,40~49,未婚,大學及專科,112
連江縣,男,40~49,未婚,碩士以上,30
連江縣,男,40~49,未婚,高中及以下,147
連江縣,男,40~49,非未婚,大學及專科,414
連江縣,男,40~49,非未婚,碩士以上,130
連江縣,男,40~49,非未婚,高中及以下,339
連江縣,男,50~59,未婚,大學及專科,36
連江縣,男,50~59,未婚,碩士以上,7
連江縣,男,50~59,未婚,高中及以下,95
連江縣,男,50~59,非未婚,大學及專科,345
連江縣,男,50~59,非未婚,碩士以上,104
連江縣,男,50~59,非未婚,高中及以下,693
連江縣,男,60~69,未婚,大學及專科,8
連江縣,男,60~69,未婚,碩士以上,1
連江縣,男,60~69,未婚,高中及以下,35
連江縣,男,60~69,非未婚,大學及專科,295
連江縣,男,60~69,非未婚,碩士以上,67
連江縣,男,60~69,非未婚,高中及以下,675
金門縣,女,15~19,未婚,大學及專科,0
金門縣,女,15~19,未婚,碩士以上,0
金門縣,女,15~19,未婚,高中及以下,2596
金門縣,女,15~19,非未婚,大學及專科,0
金門縣,女,15~19,非未婚,碩士以上,0
金門縣,女,15~19,非未婚,高中及以下,10
金門縣,女,20~29,未婚,大學及專科,5600
金門縣,女,20~29,未婚,碩士以上,435
金門縣,女,20~29,未婚,高中及以下,3289
金門縣,女,20~29,非未婚,大學及專科,771
金門縣,女,20~29,非未婚,碩士以上,57
金門縣,女,20~29,非未婚,高中及以下,548
金門縣,女,30~39,未婚,大學及專科,3199
金門縣,女,30~39,未婚,碩士以上,557
金門縣,女,30~39,未婚,高中及以下,722
金門縣,女,30~39,非未婚,大學及專科,3901
金門縣,女,30~39,非未婚,碩士以上,627
金門縣,女,30~39,非未婚,高中及以下,1568
金門縣,女,40~49,未婚,大學及專科,1091
金門縣,女,40~49,未婚,碩士以上,271
金門縣,女,40~49,未婚,高中及以下,562
金門縣,女,40~49,非未婚,大學及專科,3800
金門縣,女,40~49,非未婚,碩士以上,688
金門縣,女,40~49,非未婚,高中及以下,3722
金門縣,女,50~59,未婚,大學及專科,507
金門縣,女,50~59,未婚,碩士以上,105
金門縣,女,50~59,未婚,高中及以下,583
金門縣,女,50~59,非未婚,大學及專科,3125
金門縣,女,50~59,非未婚,碩士以上,478
金門縣,女,50~59,非未婚,高中及以下,7356
金門縣,女,60~69,未婚,大學及專科,146
金門縣,女,60~69,未婚,碩士以上,23
金門縣,女,60~69,未婚,高中及以下,276
金門縣,女,60~69,非未婚,大學及專科,1645
金門縣,女,60~69,非未婚,碩士以上,179
金門縣,女,60~69,非未婚,高中及以下,6705
金門縣,男,15~19,未婚,大學及專科,0
金門縣,男,15~19,未婚,碩士以上,0
金門縣,男,15~19,未婚,高中及以下,2777
金門縣,男,15~19,非未婚,大學及專科,0
金門縣,男,15~19,非未婚,碩士以上,0
金門縣,男,15~19,非未婚,高中及以下,3
金門縣,男,20~29,未婚,大學及專科,4776
金門縣,男,20~29,未婚,碩士以上,528
金門縣,男,20~29,未婚,高中及以下,4846
金門縣,男,20~29,非未婚,大學及專科,405
金門縣,男,20~29,非未婚,碩士以上,36
金門縣,男,20~29,非未婚,高中及以下,386
金門縣,男,30~39,未婚,大學及專科,3313
金門縣,男,30~39,未婚,碩士以上,758
金門縣,男,30~39,未婚,高中及以下,1698
金門縣,男,30~39,非未婚,大學及專科,2820
金門縣,男,30~39,非未婚,碩士以上,709
金門縣,男,30~39,非未婚,高中及以下,1508
金門縣,男,40~49,未婚,大學及專科,1016
金門縣,男,40~49,未婚,碩士以上,240
金門縣,男,40~49,未婚,高中及以下,1061
金門縣,男,40~49,非未婚,大學及專科,3334
金門縣,男,40~49,非未婚,碩士以上,1226
金門縣,男,40~49,非未婚,高中及以下,2736
金門縣,男,50~59,未婚,大學及專科,357
金門縣,男,50~59,未婚,碩士以上,67
金門縣,男,50~59,未婚,高中及以下,742
金門縣,男,50~59,非未婚,大學及專科,3910
金門縣,男,50~59,非未婚,碩士以上,1189
金門縣,男,50~59,非未婚,高中及以下,5804
金門縣,男,60~69,未婚,大學及專科,112
金門縣,男,60~69,未婚,碩士以上,14
金門縣,男,60~69,未婚,高中及以下,301
金門縣,男,60~69,非未婚,大學及專科,3620
金門縣,男,60~69,非未婚,碩士以上,732
金門縣,男,60~69,非未婚,高中及以下,6203
雲林縣,女,15~19,未婚,大學及專科,0
雲林縣,女,15~19,未婚,碩士以上,0
雲林縣,女,15~19,未婚,高中及以下,13214
雲林縣,女,15~19,非未婚,大學及專科,0
雲林縣,女,15~19,非未婚,碩士以上,0
雲林縣,女,15~19,非未婚,高中及以下,69
雲林縣,女,20~29,未婚,大學及專科,19528
雲林縣,女,20~29,未婚,碩士以上,1220
雲林縣,女,20~29,未婚,高中及以下,13153
雲林縣,女,20~29,非未婚,大學及專科,2493
雲林縣,女,20~29,非未婚,碩士以上,97
雲林縣,女,20~29,非未婚,高中及以下,3415
雲林縣,女,30~39,未婚,大學及專科,11034
雲林縣,女,30~39,未婚,碩士以上,1702
雲林縣,女,30~39,未婚,高中及以下,3812
雲林縣,女,30~39,非未婚,大學及專科,11296
雲林縣,女,30~39,非未婚,碩士以上,1209
雲林縣,女,30~39,非未婚,高中及以下,8785
雲林縣,女,40~49,未婚,大學及專科,5279
雲林縣,女,40~49,未婚,碩士以上,942
雲林縣,女,40~49,未婚,高中及以下,3777
雲林縣,女,40~49,非未婚,大學及專科,14124
雲林縣,女,40~49,非未婚,碩士以上,1952
雲林縣,女,40~49,非未婚,高中及以下,22758
雲林縣,女,50~59,未婚,大學及專科,1642
雲林縣,女,50~59,未婚,碩士以上,358
雲林縣,女,50~59,未婚,高中及以下,2305
雲林縣,女,50~59,非未婚,大學及專科,7247
雲林縣,女,50~59,非未婚,碩士以上,1345
雲林縣,女,50~59,非未婚,高中及以下,28893
雲林縣,女,60~69,未婚,大學及專科,403
雲林縣,女,60~69,未婚,碩士以上,58
雲林縣,女,60~69,未婚,高中及以下,975
雲林縣,女,60~69,非未婚,大學及專科,3245
雲林縣,女,60~69,非未婚,碩士以上,326
雲林縣,女,60~69,非未婚,高中及以下,21063
雲林縣,男,15~19,未婚,大學及專科,0
雲林縣,男,15~19,未婚,碩士以上,0
雲林縣,男,15~19,未婚,高中及以下,14722
雲林縣,男,15~19,非未婚,大學及專科,0
雲林縣,男,15~19,非未婚,碩士以上,0
雲林縣,男,15~19,非未婚,高中及以下,25
雲林縣,男,20~29,未婚,大學及專科,17114
雲林縣,男,20~29,未婚,碩士以上,1848
雲林縣,男,20~29,未婚,高中及以下,21383
雲林縣,男,20~29,非未婚,大學及專科,1411
雲林縣,男,20~29,非未婚,碩士以上,101
雲林縣,男,20~29,非未婚,高中及以下,2969
雲林縣,男,30~39,未婚,大學及專科,12158
雲林縣,男,30~39,未婚,碩士以上,2486
雲林縣,男,30~39,未婚,高中及以下,9756
雲林縣,男,30~39,非未婚,大學及專科,8869
雲林縣,男,30~39,非未婚,碩士以上,1734
雲林縣,男,30~39,非未婚,高中及以下,8476
雲林縣,男,40~49,未婚,大學及專科,4683
雲林縣,男,40~49,未婚,碩士以上,851
雲林縣,男,40~49,未婚,高中及以下,9491
雲林縣,男,40~49,非未婚,大學及專科,12276
雲林縣,男,40~49,非未婚,碩士以上,2777
雲林縣,男,40~49,非未婚,高中及以下,22868
雲林縣,男,50~59,未婚,大學及專科,1217
雲林縣,男,50~59,未婚,碩士以上,198
雲林縣,男,50~59,未婚,高中及以下,4732
雲林縣,男,50~59,非未婚,大學及專科,10277
雲林縣,男,50~59,非未婚,碩士以上,2212
雲林縣,男,50~59,非未婚,高中及以下,33753
雲林縣,男,60~69,未婚,大學及專科,307
雲林縣,男,60~69,未婚,碩士以上,40
雲林縣,男,60~69,未婚,高中及以下,1795
雲林縣,男,60~69,非未婚,大學及專科,6731
雲林縣,男,60~69,非未婚,碩士以上,967
雲林縣,男,60~69,非未婚,高中及以下,29321
高雄市,女,15~19,未婚,大學及專科,0
高雄市,女,15~19,未婚,碩士以上,0
高雄市,女,15~19,未婚,高中及以下,51057
高雄市,女,15~19,非未婚,大學及專科,0
高雄市,女,15~19,非未婚,碩士以上,0
高雄市,女,15~19,非未婚,高中及以下,173
高雄市,女,20~29,未婚,大學及專科,79679
高雄市,女,20~29,未婚,碩士以上,6132
高雄市,女,20~29,未婚,高中及以下,50835
高雄市,女,20~29,非未婚,大學及專科,10114
高雄市,女,20~29,非未婚,碩士以上,503
高雄市,女,20~29,非未婚,高中及以下,10333
高雄市,女,30~39,未婚,大學及專科,54774
高雄市,女,30~39,未婚,碩士以上,10172
高雄市,女,30~39,未婚,高中及以下,16026
高雄市,女,30~39,非未婚,大學及專科,60510
高雄市,女,30~39,非未婚,碩士以上,8810
高雄市,女,30~39,非未婚,高中及以下,30098
高雄市,女,40~49,未婚,大學及專科,31870
高雄市,女,40~49,未婚,碩士以上,6520
高雄市,女,40~49,未婚,高中及以下,17610
高雄市,女,40~49,非未婚,大學及專科,83399
高雄市,女,40~49,非未婚,碩士以上,13934
高雄市,女,40~49,非未婚,高中及以下,76727
高雄市,女,50~59,未婚,大學及專科,14514
高雄市,女,50~59,未婚,碩士以上,3224
高雄市,女,50~59,未婚,高中及以下,14171
高雄市,女,50~59,非未婚,大學及專科,53266
高雄市,女,50~59,非未婚,碩士以上,9467
高雄市,女,50~59,非未婚,高中及以下,116814
高雄市,女,60~69,未婚,大學及專科,4354
高雄市,女,60~69,未婚,碩士以上,787
高雄市,女,60~69,未婚,高中及以下,8083
高雄市,女,60~69,非未婚,大學及專科,29647
高雄市,女,60~69,非未婚,碩士以上,3206
高雄市,女,60~69,非未婚,高中及以下,118407
高雄市,男,15~19,未婚,大學及專科,0
高雄市,男,15~19,未婚,碩士以上,0
高雄市,男,15~19,未婚,高中及以下,55809
高雄市,男,15~19,非未婚,大學及專科,0
高雄市,男,15~19,非未婚,碩士以上,0
高雄市,男,15~19,非未婚,高中及以下,63
高雄市,男,20~29,未婚,大學及專科,70460
高雄市,男,20~29,未婚,碩士以上,9394
高雄市,男,20~29,未婚,高中及以下,75950
高雄市,男,20~29,非未婚,大學及專科,4788
高雄市,男,20~29,非未婚,碩士以上,531
高雄市,男,20~29,非未婚,高中及以下,7633
高雄市,男,30~39,未婚,大學及專科,59380
高雄市,男,30~39,未婚,碩士以上,15279
高雄市,男,30~39,未婚,高中及以下,35860
高雄市,男,30~39,非未婚,大學及專科,40538
高雄市,男,30~39,非未婚,碩士以上,11521
高雄市,男,30~39,非未婚,高中及以下,26485
高雄市,男,40~49,未婚,大學及專科,28031
高雄市,男,40~49,未婚,碩士以上,6002
高雄市,男,40~49,未婚,高中及以下,37725
高雄市,男,40~49,非未婚,大學及專科,66539
高雄市,男,40~49,非未婚,碩士以上,21299
高雄市,男,40~49,非未婚,高中及以下,64144
高雄市,男,50~59,未婚,大學及專科,9641
高雄市,男,50~59,未婚,碩士以上,1710
高雄市,男,50~59,未婚,高中及以下,22833
高雄市,男,50~59,非未婚,大學及專科,58392
高雄市,男,50~59,非未婚,碩士以上,16294
高雄市,男,50~59,非未婚,高中及以下,94514
高雄市,男,60~69,未婚,大學及專科,2673
高雄市,男,60~69,未婚,碩士以上,407
高雄市,男,60~69,未婚,高中及以下,9785
高雄市,男,60~69,非未婚,大學及專科,48027
高雄市,男,60~69,非未婚,碩士以上,8410
高雄市,男,60~69,非未婚,高中及以下,98248
